Year,Cleaned_Review,is_negative_sentiment
2019,"Penang to Singapore. Seats are slightly better compared to AiraAsia. However, priority privilege such as board me first was not given after purchasing. Flight experience was acceptable for low cost carrier flights.",0
2019,"Singapore to Nanjing. Scoot is a decent airline when they're on time, but the problem is that they often aren't, or force you to accept changes in their schedule at their mercy. Scoot offer a wide variety of destinations at a very competitive price point using very new aircraft, but the biggest problem with them is that they change their schedule often.",1
2019,Our flight TR 465 from Kuala Lumpur to Singapore scheduled to depart on 25 Oct 2019 at 10.20pm was delayed to 11.30pm and then delayed to 12.10am - now they just announced will depart at 1.10am.  Do they have any concerns on passengers inconvenience.,1
2019,I was notified early in the morning that my return flight from Bangkok to Singapore had been rescheduled from 1700 to 1925. Since there were no updates during the day I made my way to the airport arriving with ample time to spare at 1630. I was shocked to be told at check-in that the flight was further delayed to 2235. Now I have no choice but to waste 6 hours with nothing more than a spurious apology from the ground staff who appeared just as blur as the frustrated passengers. My simple question to the airline why were there no updates after 0530 ..  is it not common courtesy and indeed normal procedure to keep passengers informed so that even if they cannot do anything about the delay at least they don't have to have salt rubbed in by having to waste time waiting in a crowded and noisy substandard airport? Treating passengers like rubbish.,1
2019,"We traveled as a family of 4 from Taroko to Taipei for return flight to Singapore on Tue 19th Oct 2019. Due to the length of the journey and the numbers of transits we had to make, we were unfortunately slightly late at check in - just before 3pm, 5min late to be precise. The ground staff refused to let us check in and offered no help and advice on the return options. The male staff who claimed to be the supervisor in charge has the worse possible service attitude - he was aggressive and unpleasant. He is the worst service staff I have come across in a very long time. Its not clear whether he is an employee of Scoot or belongs to a contracting company. In either case he should be replaced because he is a very negative representation of Scoot in Taiwan.",1
2019,"Taipei to Singapore. A terrible experience with Scoot. Firstly, it not available to online check in Taiwan, yet there is no warning given at the purchase. My flight was at 23:40, I arrived at 22:15, the check-in counter was already closed. There was still 1hr 15 min away from the flight off. There was no way for me to contact Scoot Taiwan nor I can purchase the next flight at the counter. It was the worst experience ever!",1
2019,"Singapore to Ho Chi Minh City. I realize this is a budget airline so my level of expectation was already quite low. Ive been flying with them every week for work and the staff, particularly the ones at the ground are one of the worst Ive seen. Has no organized policy or set manuals- will charge you extra fees randomly or make your life miserable based on how they feel that day.  If you complain, they will not apologize nor will they at least try to look into your issue. All youll get is an attitude or even worse they may make your life more miserable.",1
2019,"Trichy to Singapore. The flight was delayed 1/2 an hour. The seats were cramped. The food was expensive. The crew was nice, but not motivated. Seats were ok, but not too comfy. But it was worth the price.",0
2019,"So so so bad. Scoot has rescheduled my flight, not once, not twice, not three times but 4 times! I had to skip a meeting and leave one day earlier to make it on time in Singapore. I must have called the customer service 4 times because of the problems they put me through and when I asked for compensation they just told me the usual ""you have 3 solutions concerning a rescheduled flight"". Didn't even offer an additional suitcase or an upgrade. Just to make it clear, Scoot will provide you with 4 different flights for one day, but will cancel it if is not full and just reschedule your ticket, until there is only one flight a day. Just an advice if you are traveling with Scoot, have your entire day available for them because they will treat their customers as if the only thing they had to do was take their flight. Scheduling is apparently not important. Will never ever ever book with this company again. Not trustworthy at all.",1
2019,"Singapore to Melbourne. Scoot rescheduled my original flights in October 2019 to an entire day later for Both my outbound and inbound flights. This was totally unsuitable for me so I tried to find a different flight that flew on the same days but there were no longer any Scoot flights. Alternative options would be on different airlines. As I had made my booking through a travel agent, nothing was offered to me, even though I paid the same amount than I would direct. Not even to accommodate me on a partner airline (something I believe would have been offered IF i'd booked direct) and I'm left to bear the cost of something that was entirely on the blame of the airlines. Call Support center staff were not helpful at all and kept directing us to email in (from previous experiences, this never gets responded to on time and help is minimal). I think their customer service is really horrendous and they provide nothing of value when customers are in urgent need. Even as a budget carrier, the very least you could do is train your customer service officers so they know what to do and not shifting the blame elsewhere.",1
2019,"We booked two flights with Scoot - one from Berlin to Singapore, one from Singapore to Melbourne. A lot of things have been missing. We already knew that they wont offer us any food for free, but we expected something to drink, at least water. Nothing was given to us on either flight. The staff was unfriendly. It was impossible to close the blinds, so there was light constantly. There was no opportunity to charge your phone for free (only for 5$) and no TVs. If you order a meal for 13, you only get one dish (very small), a bottle of water or a coke and one dessert, e.g. a friend got a 15g pack of crisps, we got a Ritter Sport chocolate. I can accept all of these things for a cheaper price, but I expect to get at least some water. On our second flight, they promised we could fill up our water bottles in between the security check and before going into the plane, but then they said its too late and weve been in there with nothing. So if you come prepared, you can choose Scoot, but I wouldnt recommend it.",1
2019,"The flight I took from Bangkok to Tokyo was a second half from Singapore to Tokyo Narita via Bangkok Don Muang. The boarding process was confusing and disorganised. The aircraft was new and the the cabin was clean. The seat was fairly comfortable but the legroom is average. Luckily, the flight was fairly empty so I got my whole row for myself for sleep (this was an overnight flight). The seat contained magazines, safety card but no air sickness bag. The price of the food and anything else was expensive. The cabin crew were friendly but not motivated. The flight departed and arrived on time. The toilet was clean but very small. Nothing really special in this flight as this is a red-eye flight. Overall, this flight was average and pleasant flight.",1
2019,"Sydney to Singapore. I found Scoot to be better than some other economy airlines. Check in was quick and easy, the flight was on time, staff and cabin crew courteous and friendly, and prices for on board menus we're fine. A great experience and I will definitely travel Scoot again.",0
2019,"Singapore to Surabaya. Flight departed and arrived about 45 minutes late. No Indonesian customs forms were provided to passengers, which is unusual. Other than these, it was a usual budget flight with no free food and jaded crew.",0
2019,"Gold Coast to Singapore. Was due to be traveling to Singapore for just 1 day. Taking my wifes parents out of the country to comply with immigration laws and then returning to Australia. Everything seemed normal, we booked online and entered all  information including passport details and expiry. Arrived at the airport and Scoot said I could not travel due to my passport only has 5 months before it expires. Why did they not tell me this when I entered my passport details onto their website when booking? I could have organised another one in time as we had months from the time we booked the tickets. They told me it is common knowledge and I should have known this and that is is in their contracts. So we lost 3 return tickets and accommodation totaling $3,824.They could and should have their web developers enter a simple script that alerts anyone to this fact when entering their passport expiry date. I do not recommend Scoot.",1
2019,Ipoh to Singapore. First time in Malaysia and not sure what expect. At the airport ground staff were very friendly and helpful. On the aircraft again friendly and helpful. If I visit Asia again and need to use an airline then I would certainly consider Scoot,0
2019,"Jakarta to Berlin via Singapore. On the website it says that it includes a large suitcase (in general) and then that in economic it includes two handbags (I think I remember well). In addition it puts several options of weight: 1 without weight, 2 20 kg (don't remember ), 3 25 kg (don't remember ), etc. Which let me to think that if I carried 15 kg of checked luggage I didn't have to pay, and in fact, I had finally to pay 100.  This comment may not show what I try to explain, but if you see it on the website it will be understood. In addition, paying food were shown on the website, and I also thought it would be an extra, because of course, paying your 12h flight ticket, how could it be so they do not give you a minimum of food and drink?",1
2019,Singapore to Guangzhou. My first Scoot flight. Not bad to be honest. I had a meal and suitcase included in my ticket. Food did not look great but was hot and very tasty. Cabin crew attentive and friendly. New clean aircraft. Seats not too comfortable but leg room surprisingly good. No IFE for this low cost carrier. For a short haul flight of under 4 hours Scoot was acceptable. It is not like its big sister and there is a difference but if price is your bottom line then Scoot may be just the ticket!,0
2019,"Phuket to Singapore. Dont take scoot often, But always feel the cabin crew are the best. Its common that passengers carry heavy luggage on board, although its cabin size, but heavier than the allowable weight of 7kg. No matter how full the flight and how full the overhead compartment, they will try to help passengers to put the luggage into the compartment. Suggest all the ground check in counter to check passengers hand carry and weight, when necessary, force them to check in the overweight Luggage.",0
2019,"Berlin to Ho Chi Minh City via Singapore. Terrible experience. Low-cost airline, but unreliable one. I booked and paid for my all luggage (45kg). Then, when I checked in, the system didn't show my payment for the luggage. I only could send 25kg, the rest I had to handle by myself and keep in Germany and deliver by other means. There was no one from Scoot in Berlin Tegel airport, the check-in staff were from the airport - not from the airline, so they said they couldn't handle that. I showed all documents to them, but they still didn't accept because the system didn't show. I tried bunch of times to call and contact someone from Scoot, but the phone calls were failed (they showed on the website that they serve 24/7, I called at 7am to 7h30 am, I just had only 2 hours before my departure, no one picked the phone). Scoot was so bad in customer service. The first time with Scoot is the last time, in my case. Now, one of my luggage is still in Germany and I have to pay again for other delivery, so terrible.",1
2019,"Bad policies, needlessly restrictive. Arrived at SGN from elsewhere in Vietnam and not allowed to check in for my connecting flight to Singapore because I was too early. (This wouldnt be an issue elsewhere in the world, as transfers would happen within a single terminal). So, rather than being able to pass the time enjoyably in the Orchid Lounge inside the terminal, which I have access to, I had to wait for 1.5 hours outside the airport or in the crowded departures hall. Garbage. They have also even further restricted carry-on baggage limits recently. Not serving passengers a glass of water without charge should be illegal. No inflight entertainment to speak of. Ive flown plenty of low cost carriers (Ryanair, AirAsia, Jetstar, etc), Scoot lands at the bottom of the pile.",1
2019,"Denpasar to Berlin via Singapore. The worst customer service. I had purchased a roundtrip ticket to Berlin. Later when I noticed that the return flight was not matching with my connecting flight from Nice, I tried to make a change for the next day. When I saw that the change, all of a sudden had a 11 hour layover in Singapore, (unlike the original flight) I called customer service to cancel the return flight all together and purchase my return flight from a different airline. Yet I was still in the ""system"" . So when I arrived at the airport they would not let me check in unless I paid another $300 for a hypothetical change on a flight which I canceled. Then I was told to call customer service, even though I had been on the phone with them already for two days and they were unable to take the charge out of the 'system"". Truly outrageous. Do not use this airline.",1
2019,"Brisbane to Athens via Singapore. Inexperience flight crew from Singapore to Athens, poor customer service. We experienced several huge turbulence, the worst turbulence I've had. The pilot kept telling us to sit properly and buckle up without further explanation. I traveled with my cousin but we can't check in online so we arrived at the counter before check in open and specifically asked to have seats together, the staff was assure that we'll be seated together but it turned out to be the seats were separated! After I asked to get a fragile sticker to be stick on my luggage, my cousin then asked for one on hers, the staff rolled her eyes in front of us showing her annoyance.  Overall, very disappointed first experience with Scoot and will never fly with them again.",1
2019,"Singapore to Kalibo. I will accept bad services, minimal attention, no inflight entertainment and costly additional surcharges. I cannot accept that Scoot cancelled my flight without notification and keeps sending me reminders to check in.  We arrived at the airport, 6 months after planning our 4-day vacation for my friends bachelorette party. There we were told something none of us could have anticipated: Scoot stopped flying to Kalibo or Caticlan long ago. What are we supposed to do then? Why did we received multiple emails leading to the actual day calling us to pack our bags and complete online check in. FYI I was unable to checkin online but didnt thought of it as weird. Those were not the first questions Scoot ground staff or even the call center thought of. Their first question to address: Its not our fault you didnt receive the emails we sent! Let us dig for proof. So it became a contest of proof vs proof. Meaningless and waste of our time. In that time we could have booked a flight to Manila and reach Kalibo by the evening. No, Scoot and their ground staff would like to play a game of lets ignore them till they go away. We were blatantly shunned and no one would attend to us for about one hour while the most responsible person there was busy solving other problems. Even worse, all of the ground staff totally disassociated themselves from Scoot, even as they wear Scoot badges and T-shirts. They told me they cannot make decisions or do anything because they dont work for Scoot - how blatantly they declared that. I wonder if Scoot cares about Customer Service. I really am disgusted by the poor systems, customer service and resource allocation by Scoot. Please avoid using this airline if you can. I cannot advise you how to avoid the same situation I got into. I hope you have better luck if you must fly with them.",1
2019,"I cancelled my flights in advance for medical reasons. I had different flights booked with Cebu Pacific and Scoot. After sending emails, hours of calls over the phone, i received one of the refund but the other one after calling again the company and sending emails, never got any response. My flight was Manila to Gold Coast via Singapore. The first one was suppose to be done and then transfer. After calling Cebu, they told me i need to coordinate first with the other company because they are also involve with the transfer. I then called the other company and they told me exactly the same. I need to call to coordinate the refund. 2 months waiting. Never got any answers to my emails after 2 months Even after several follows-ups. I called again in august to know where is my money I insisted to talk to the manager and lady told me they will call me back within 24 hours. They confirmed my phone number and extension +32 for Belgium. So was waiting, waiting and waiting and no one called back. So i called back and again the same. Thats the worst customer service i ever seen.",1
2019,"Sydney to Singapore. I've traveled with Scoot many times and I understand this is a budget airline and there are many things that are not great about their services even as a budget airline. but the worst thing, in my opinion, about this airline is that because its a cheap options, they feel justified to mistreat people. I was unable to do check in online, and I have no idea why because no information is provided. I show up to the airport, there is a huge line because there are only 2 counters open, and there are 3 staffs there doing nothing just watching their phone. I tried to approached them asking if we have to wait in such a long quote even if we dont have any luggage with us (I actually waited for 2-3 mins with a big distance behind the counter until one of the attendants made eye contact and then asked the questions). She was really not trying to be helpful and wanted to get rid of me saying its my fault I didnt check in online. But I tried and couldnt, Can you explain why?, with a really bad tone she said I dont know what is the issue with your device, lots of other people could!! So I just said youre not being helpful but thanks and walked away while I heard her saying and youre rude and shouldnt be helped! Excuse me?? The whole time I didnt changed my tone, I didnt ask for something unreasonable or said anything rude to you. just asking if people without luggage should also wait in line and trying to understand why we couldnt check online. Scoot staff think because its a budget airline, they can treat people however they want and they are not held accountable to anything. And thats just despicable.",1
2019,"I travelled from Singapore to Hyderabad on August 1st. I left my bag on aeroplane, hen i informed to the staff through their customer service they didn't even pay a minimum attention and did not consider the issue. The staff was very reluctant about the issue",1
2019,"Athens to Melbourne via Singapore. Worst experience I have had flying. I had an 11 hour flight and I wasnt feeling very well, I did not have any cash on me but I did have a visa debit. When the flight attendants where serving refreshments I needed a water but they would not accept my card, I told them I wasnt feeling well and asked for some water and they would not give me any so I had to keep going toilet so I could drink from the tap in there. On top of that my seat would not go back so I had to sit upright the entire flight. I think if the flight is over a certain time for example 3 hours, it should be mandatory to give customers a water/drink at the very least. Very poor service and I will never, ever even consider flying with them again.",1
2019,"Sydney to Singapore. Scoot are fine for a budget no-frills airline. The seats and leg-room are OK as are the planes. But whatever you do, do not prepay for any ""extras"", as it's a lottery if you end up getting them or not. I prepaid for numerous extras on a recent trip to Singapore (meals, seat selection) and only got about half of them, resulting in stand-and(& the food was lousy!). It appears their cost-cutting extends to their general administration.",0
2019,"Scoot is another budget airline which operates from Singapore, and is a competitor of Jetstar Asia. It's affiliated with Singapore Airlines. It pays to pay for board me first, which givers you priority check in to beat the long queue, as well as being amongst the first to board first, so that you may secure overhead locker's space. Service is great, in many ways no different to some regular airlines. The meals however, is an area which they don't really shine. It's ok, just that it cannot compare with Jetstar Asia, which excels in this area. Other than that, everything is just the same, get you from A to B at a reasonable price (but do shop around first). At both SIN and HKG airports, aero bridge is used, which adds value to the flight experience.",0
2019,"As much as I like and enjoyed travelling with Scoot, this is my worst encounter with their  call centre. Ive been issued with 2 vouchers due to the refund of the seats that I purchased for the past flights. Firstly, I do not have the option to choose refund of cash or refund back to my credit card. Secondly, if I proceed to redeem the vouchers, I have to pay the balance with a credit card, incurring a processing fee of $40, when I can have a choice to pay the balance via PayNow or through AXS machine, having to pay a much lesser processing fee of $4/$6. This is ridiculous!! I called the call centre and all they can do is to apologise for the inconvenience but they cant solve this issue that I am facing. Call centres are suppose to help to solve and reduce the problems that passengers are facing but Im appalled that sorry is the only solution that Scoot can provide. Very disappointed passenger.",1
2019,"Sydney to Berlin via Singapore. They denied me to fly and would not make any concession to rebook me, losing me not only their cheap flight but all the connecting travel. I have traveled twice to Europe in the last 16 months using my passport that was water damaged on a hike in New Zealand two years ago. No immigration offices in New Zealand Germany England Italy Sweden And Australia have flagged it and the officious duty manager would not let us check it with the anyone in immigration. I understand the airline can get in trouble if they let a damaged passport get through. But on return to Canberra where I thought I would have to apply for a passport from scratch because it was so damaged, it was fine for just a renewal. We were not the only people having problems we watched a family brought to tears by one of the other booking agents. No food, no water, no service, no power,no Tv, no blankets,no pillow, no baggage, no care. No flight for me.",1
2019,"I booked my flight to Kuching from Singapore and this is not the first time Ive flown with scoot. Dont expect good service. We arrived at least 3 hrs early, asked if we could be moved to the front a little bit and got a front seat. Everything went well until theyve decided to take that back and moved us 20 seats to the back with a condescending tone in front of all of the customers shouting whether weve paid for the front seat or not. So regardless whether Ive purchased this seat or not, Ive still paid for my ticket.",1
2019,"I booked a ticket Bangkok to Singapore return at the same time from the Scoot website. As I normally do I checked the spelling of my name and the dates to make sure I hadn't made any mistakes and then paid by Visa. I checked to see which airport it flew from as there are 2 airports in Bangkok, most low cost airlines fly from Don Meauang Airport but some are located at Suvarnabhumi. I noted that this flight took for from Suvarnabhumi Airport. What I didn't check was the airline that the return flight landed in. This turned out to be Don Meauang. Yes, this was shown on the itinerary but I think it's a bit misleading. I never expected it to be a different airport and from reading complaints online a lot of people are thinking the same as me. I ended up having to pay for a taxi at Midnight on the return date to get to my car (40 minutes away). When I called Scoot to complain they were polite but said that it's my responsibility to know which airline the flight arrives at. Needless to say I'm not pleased by that type of response and Scoot will now be my last choice for air travel. They can't be trusted.",1
2019,"Kansai to Singapore on 2nd July. If you like a great dose of uncertainty before you fly, then Scoot is the perfect airline for you! For a 19.35 flight, we found out our flight is delayed 1hr 40 mins!  Before the gates open, we get another surprise delay again!",1
2019,"I have taken Scoot multiple times not because they are fantastic but due to the affordable cost. The staff were generally grumpy and unpleasant on both flights inbound and on the return. To sum it up: Scoot is the equivalent of Ryanair in Asia. I napped most of the outbound flight and did not eat or drink. My seat did not recline. I was hungry on the return flight and the staff got angry when my contactless card was declined, and prodded me to hurry up as I went through my carry on backpack to fish out my wallet for change- only to fall short by 10 cents and I had to pay in USD. I apologised and the attendant muttered something under her breath, dropped my items down on the table even as I said thank you, she walked away in a huff. Terrible customer service. The crew only cleared trash 30 minutes prior to landing so I was forced to sit with my box of pot noodles and soiled napkins for a good 90 minutes after eating. In addition, the staff kept barking out orders on the PA saying no outside food is allowed. Are we children in elementary school? Ugh. Overall, terrible service.",1
2019,"Singapore to Jakarta. Plane left and arrived on time. The bare-bones facilities were not much of an issue on this short flight, so unlike on long-haul, Scoot was fine for this journey.",0
2019,"Plane both left Berlin and arrived at Singapore over an hour late. As bare-bones a budget flight as they come. Seats thin, stiff and uncomfortable. No debit cards accepted on board so couldn't purchase anything. Not even shared monitors to show the plane's progress on such a long-distance flight. Even to watch the paid entertainment program you must download an app and watch them on your own cell phone or other device. The only positives: ever-present polite Asian crew and generous free hand luggage allowance.",0
2019,"Melbourne to Denpasar via Singapore. This is a budget airline so you get what you expect. In saying this, all flights were on time, departure was easy and carry on allowances are 10kg instead of the usual 7kg. Seats were ok, except no head rest, which you have to pay extra for. You also had to pay extra for food, water and any other beverages. Inflight entertainment was also at an additional cost as well as a blanket and pillow. You pay for a seat and that's literally all you get. Seats on the Dreamliner had better than average leg space however flights on the smaller A320 plane (DPS- SIN) were very tight. I would fly again for short haul flights, but i think for an 8 hr flight I need a blanket, meal and some sort of in flight entertainment included.",0
2019,"Singapore to Bali with Scoot. It was a horrible and uneventful flight. Flight was delayed for nearly three hours and all Scoot compensated us with was a packet of snacks and a bottle of water. Onboard the flight, the crew were generally okay. Seat was uncomfortable and very narrow. Legroom was also quite tight. Overall a bad flight with Scoot.",1
2019,"Singapore to Kuala Lumpur. Apart from the not so nice service from the ground service, the flight was generally great. The cabin crew was generally cheerful and friendly but could be better.",0
2019,"Singapore to Athens. I initially planned for a connecting flight 2 with a layover duration of 2 hours. Scoot however, revised their schedule a couple of weeks before my flight, reducing my layover time by 20 minutes. On the flight day, we saw that the flight was re-timed. We went to the check in counter to entire, but the counter staff were not even aware that the flight was re-timed. They checked and advised us that the flight departure time will be delayed by 2 hours, but the arrival time will remain the same, which is ridiculous. We went through the customs and went straight to the gate. The gate did not even display the updated flight time. There was no communication to the passengers, all waiting in vain and frustrated. No customer service representative came to address the issue. We called up the call center, which was outsourced, and they too, have no idea that the flight was re-timed. We went to confirm with the lounge staff, who advised us there was in fact a delay of 2 hours, arrival time will be delayed by another 2 hours too. We understand that the delay was due to the earlier flight being delayed, because they were waiting for 8 passengers who were performing their transit. In other words, Scoot opted to delay a whole plane full of passengers, just to accommodate to the 8 people. Very poor decision making and management on Scoot's behalf. While we were on the plane but yet to depart, the plane was being delayed for another hour. We understand that this was due to accommodating to the request of a single passenger who decided to disembark and then changed his mind to reembark again. This decision, again, costed the whole plane full of passengers another hour, just for the sake of a single passenger. We were seeking updates from the stewardess during the delay, but she does not have any clue as to what is happening, and she had this irritating habit of touching her hair once every 10 seconds or so. I missed my connecting flight eventually, and had to book another connecting flight. I wrote in to Scoot for the compensation. Their customer support team is outsourced, and have no clue that the flight was delayed. They kept insisting that the flight delay was less than 3 hours, until I requested them to show me the actual departure time and actual arrival time, versus the scheduled departure and arrival time. They kept replying with copy-and-pasted templates which added to my frustration. They have this ""promise to you"" page on their website which says that they will compensate with a travel voucher for any delay more than 3 hours. It has been more than a month since I raised this claim and till now, it has not been resolved. The issue being transferred from one customer service officer to another. Not too sure if they even intend to deliver this promise that they state on their website. Comprehensive travel insurance does not cover delay of less than 6 hours, but their customer service officer kept asking me to check with the insurance company for compensation. Scoot is an irresponsible airline, with poor customer service. With so many of Scoot's recent delays in the news, now I understand, this is of no surprise. Do avoid at all costs.",1
2019,Manila to Phuket via Singapore. Hit with hundreds of dollars of overage fees on two carry-on bags we had to check because my friend and I booked our ticket in one reservation instead of separately. So 2 of us only get the checked bag allowance of one person (and the ticket costs the same as if we would have booked separately). This is not clearly explained when you book or confirm. Its a scam to get more money and they should be ashamed of themselves.,1
2019,"Manila to Singapore. I had pretty low expectations for this flight/airline after seeing many negative reviews after I already booked but it was a good no frills flight. The cabin staff that I was with were all professional, kind and efficient. Can't say enough good things about them. Honestly, I was kind of annoyed with the ground crew though. For the to SG flight, the ground crew were bordering talking down to the people trying the board (I get any group can be hard to deal with when not following instructions but you need to have some sort of control and courtesy). They called for first row, seniors, board me first. I was in the first row so I went yet the lady kept raising her voice and telling me later. I pointed out the seat number and told her to look at everyone tickets first. For the back to MNL flight, the ground crew just seemed inconsistent and rushed, eventually giving up on the section style bordering and just took everyone. It is what it is. As one can expect from a budget airline, there is no IFE and the food is not included. I found the menu very very pricey though even knowing their strategy. No problem with the seats since I got the stretch seats, I think it's worth it for big taller people(around $20-25) even for a short 3 hour flight. This is probably your best bet if your usual airline has no convenient flight for your next destination",0
