Airline,Review ID,Date Published,Overall Rating,Passenger Country,Trip Verified,Review Title,Review,Aircraft,Type Of Traveller,Seat Type,Origin,Destination,Layover,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Wifi & Connectivity,Value For Money,Recommended,Inflight Entertainment
scoot,888492,2024-02-14,1,Taiwan,Trip Verified,"""my baggage still in Singapore""","Possible the worst economy flight. I was scheduled to fly from Taiwan at 1:30am and transfer from singapore to Bali at 7:15 am, but when I arrived at Taiwan airport I was told that my flight was delay for 3 hours without prior notification, so my second flight will be canceled cuz the first flight cant make it on time.  I asked the flight attendant at Taiwan for my second flight information, the flight attendant simply inform me that she didnt know and ask me to find information at singapore airport.  Flight attendant at singapore airline help me to arrange to next flight which is fine. I kept asking whether I still need to check in my baggage manually but she told me that they will arrange it for me. When i arrived at Bali for baggage claim, I waited for 3 hours for my baggage which i found that my baggage still in Singapore. My whole trip was ruined without any single clothes and my other things. I asked scoot’s lost and found at Bali airport for help but they barely reply to my message and I don’t even know what is my baggage status yet for 2 days and still counting.",TR897 & TR284,Solo Leisure,Economy Class,Taipei,Bali,Singapore,February 2024,1.0,1.0,,1.0,,1,no,
scoot,888167,2024-02-10,10,Slovakia,Not Verified,“truly fantastic flights”,"I have to say that I didn't go into the flights with Scoot with high expectations, but at the end of the day, they were truly fantastic flights. The staff were fantastic on all 4 flights, there wasn't much food, but it was very tasty, the planes were comfortable and modern, and overall, I can only rate it positively. People expect a lot of luxury for little money, but for that price, it was really great service.",Boeing 787,Solo Leisure,Economy Class,Krabi,Athens,Singapore,February 2024,3.0,5.0,5.0,5.0,,5,yes,3.0
scoot,887646,2024-02-03,1,Singapore,Not Verified,"""directed to the Lost and Found""","I departed Ho Chi Minh on the 21st Jan 2024 on flight TR 303. We occupied the whole row as a family on 6A, 6B and 6C. We arrived in Singapore on a bus gate and as soon as we got out from the bus, we realised we left a bag containing a new pair of Le Silla heels just purchased from Ho Chi Minh store under the seat in front of us at 6B. We asked if we could go back to the plane but was denied but directed to the Lost and Found to lodge a complaint. Calls that we made to inquire on the status were directed to India. We called day after day and two weeks later at the Lost and Found at T1, the heels were not found. Staff at the Lost and Found informed me that items on Scoot are sometimes returned by crew or cleaning staff.",,Family Leisure,Economy Class,Ho Chi Minh,Singapore,,January 2024,1.0,1.0,,1.0,,1,no,
scoot,887235,2024-01-29,1,Australia,Not Verified,"""Worst customer service""","Overall a fine flight experience. The worst part of flying with Scoot was that I was overcharged $70 on my inflight purchase and have been chasing this up since October last year. I have had no updates (not a single email or phone call) sent to me about the status of refund, the customer service team show no skill at fixing this issue and the last staff member I spoke to over the phone had an attitude and was completely unhelpful. Apparently there was also a problem with the process as they didnt have the cardholders name and I only found out about this through multiple calls to them. Fine to fly with but I wouldn't wish try to chase up any issues with them. Would not recommend. Worst customer service experience and problem resolution I've ever had.",,Couple Leisure,Economy Class,Sydney,Phuket,,October 2023,2.0,1.0,1.0,1.0,,2,no,
scoot,887001,2024-01-26,2,Australia,Trip Verified,“extremely disappointed in the standard”,"When I first flew Scoot a few years ago, the ""premium"" class was called Scoot Biz although it was really just a premium economy product. It was an excellent alternative to flying normal economy class being good value, good service with the comfort of a smaller cabin, bigger seats and priority check-in etc. The premium cabin has been renamed Scoot Plus some time ago but product remained the same. However, things appear to have changed. The cabin on this flight was dirty, the crew disinterested, the ""one"" complimentary drink served with the meal can no longer be a choice including wine/beer as you can only buy this as apparently the policy has changed and only water, soft drink, tea or coffee can be chose. I was informed I could only buy a wine when the Scoot Cafe opens. The meals were served immediately the flight reached cruising altitude and were being collected before I had even started. The lights were dimmed during the meal service and the crew disappeared. Other passengers started ringing the bell to order from the Scoot Cafe as it seems no trolley was going to appear. I thought selling food and drinks was the way to make money on these budget airlines! The crew freely allowed passengers from the back of the plane to use the one and only lavatory in the front of the premium cabin. I paid a lot of money for this flight for me, my wife and daughter (being the end of the school holidays in Australia) and was extremely disappointed in the standard of pretty much everything on this and another recent Scoot flight.",Boeing 787-9,Family Leisure,Premium Economy,Singapore,Perth,,January 2024,2.0,1.0,1.0,3.0,2.0,1,no,
scoot,886839,2024-01-24,7,Australia,Trip Verified,"""Would fly with them again""","Scoot Biz Singapore to Bali Check in and boarding all very seamless Left a little late, however, arrived on time. Seat ( 1k) good with plenty of leg room. Food and beverage included and ok for low cost Cabin. Curtains/floor etc could have been cleaner, especially for a 6 year old aircraft. Cabin crew ok with good announcements from flight deck. Overall reasonable value for money. Would fly with them again if the price is right!",Boeing 787-8,Couple Leisure,Premium Economy,Singapore,Bali,,January 2024,4.0,3.0,2.0,5.0,,4,yes,
scoot,885710,2024-01-12,1,India,Not Verified,“a horrible experience”,"Had a horrible experience travelling with the worst seats and even the very limited push back didn't work at all for the entire row. Though it landed a bit early it was not a smooth take off and landing, seems trainees were operating it and the whole aircraft was tiny and smelly. The ground service crew at Singapore airport was very rough and rude in answering.",,Solo Leisure,Economy Class,Singapore,Trichy,Madurai,January 2024,1.0,4.0,1.0,2.0,1.0,2,no,1.0
scoot,885668,2024-01-12,1,United Kingdom,Trip Verified,"""Everything needed to be paid for""","Went on a 12 hour flight with Scoot and it was a torture. Old plane with terrible seats, worked away with back and neck pain. It was freezing cold and blankets were not offered. Everything needed to be paid for. Even water was charged. 5kg luggage overweight came at £100 charge. No onboard entertainment at all.",,Solo Leisure,Economy Class,Manila,Singapore,,January 2024,1.0,3.0,1.0,1.0,1.0,1,no,1.0
scoot,885514,2024-01-10,1,Singapore,Trip Verified,“Over promised and under delivered”,"Never again! Over promised and under delivered. Found out at check in, my 2 teenage kids were downgraded to economy despite having bought scootplus tickets for them in advance 6 months earlier. Worst, at scoot check in counter, they promised SGD150 voucher per person and refund of difference in economy and scootplus ticket price or 30% of ticket price whichever is higher but failed to honor this after we landed back in Singapore. We called customer service but they just ask us to check our emails but never came through with a email notification of the refund and voucher. An airline that has no integrity and professionalism shouldn’t be operating from Singapore giving SQ and Singapore such a bad image!",,Family Leisure,Business Class,Sapporo,Singapore,Taipei,January 2024,1.0,1.0,1.0,1.0,1.0,1,no,
scoot,884805,2024-01-04,3,Australia,Not Verified,“Disappointing service”,"Scoot Airlines prolonged 26-hour flight delay was extremely inconvenient, and to make matters worse, they failed to provide any accommodation refund or support. Disappointing service.",,Family Leisure,Business Class,Melbourne,Amritsar,,December 2023,2.0,2.0,1.0,1.0,1.0,1,no,1.0
scoot,884447,2024-01-01,1,Singapore,Trip Verified,"""assigned the worst seats ever"" ","Note that when you do online check-in, the system will assign you seats starting from the last row. I do not know about this and went to check in exactly 48h as per recommended thus was being assigned the worst seats ever. Non-reclined chair and near the toilet. The system is not smart enough to know that I'm travelling in group of 4 and to assign seats to us together thus I was assigned 3 seats in row 30 (right side of aircraft) and 1 seat in row 29 (left window seat of aircraft). I tried to change the seats by calling the call centre but they couldn't. The agent escalated my case and told me will return a call to me the next day for an update. However, she did not. So I decided to call back and found out that she had knocked off work for that day. I tried to communicate with other agents regarding my case but eventually it was still unresolved. Also, their manager was unhelpful and avoided clarifying my issues with me. He said that he would escalate the matter to HQ and will update by the end of his work shift. But he did not do so as well. This resulted in me calling the call centre serveral times as I could not reach the manager nor the first agent that handled my case. Eventually, when I spoke to 2 of his agents regarding my case, they hung up my call as they said that they couldn't assist me and had to attend to other customers. I was upset with how unprofessional they had attended to my seat flight case and the empty promises that the agents said they will return me a call but no one had ever returned a call to me until I persisted in my callings to reach one of them. However, I'm grateful that when I approached the check in counter staff during my departure, the front counter staff managed to change the seats as there were still available seats on the flight. Do be cautious when you make calls to the call center as they may sound polite but they may not be able to resolve your issue when problem arises.",,Family Leisure,Economy Class,Singapore,Chiang Mai,,December 2023,2.0,3.0,,1.0,,1,no,
scoot,884175,2023-12-29,1,Singapore,,"""not able to resolve your issue""","Take note that Scoot seats are not random assigned if you checked in online. The system assigned seats starting from the last row. I called Scoot on 17 Dec to speak with an agent  with regards to the seat assignment as I did not know seats are assigned in this structure. She said its true that seats are assigned from starting from the last row but she is unable to assist to change my seats unless I pay. Another agent also claims that ""its a secret that the system assigned starting from the last row"". I told the agent its unfair to not make this known to customers especially when its a common understanding that last row seats are one of the worst seats to sit. My conversations with Scoot lasted even till 29 Dec and little resolution was given. Scoot kept delaying my issue and I believe this is one of their tactic to shun the customer away.  Those who are reading my review, I would just like to alert you to be cautious of your conversations with Scoot staff as many of them are not reliable. When customers have issues, Scoot most likely will not able to resolve your issue.",,Family Leisure,Economy Class,Singapore,Chiang Mai,,December 2023,1.0,4.0,,1.0,,1,no,
scoot,883806,2023-12-25,1,Australia,Trip Verified,"""definitely a budget airline""","On 09 November, I had requested a wheelchair for my mother, who was travelling from Singapore to Melbourne, on 04 December. A confirmation email was sent by them on 13 November, stating that the request was added to the Scoot booking was promised at Singapore Changi to provide 1, during check in. Never came. Arriving Melbourne, also it was not provided. to take note: They made my aged mother, who has difficulties in walking long distance, walk all the way from the check in counter to the aircraft in Singapore and walk from the aircraft till checkout in Melbourne. I chatted with one staff on the chat option from Singapore. Said she will ""escalate"" the matter immediately and I will get a reply in 3 days. I called Scoot Melbourne, after the chat with Singapore Scoot, to ask if this will be done in Melbourne. Gave me an excuse that it is done by the ground staff. Informed them that Scoot was the one who promised this, and it was their responsibility to get one. I kept repeating myself so many times. It was clear that the person speaking to me on the phone was lacking the understanding language of simple English. Once again, the same incident happened in Melbourne. No wheelchair. After waiting for 2 weeks and having no reply from them so called ""escalating"" the incident, I decided to chat with them again. Same response ""escalated the matter"" and they are investigating! Unfortunately, we have a return to Singapore via this airline on 28 December 2023. Till today, being 26 December 2023, I have received no replies. Clearly proves that it is definitely a budget airline. Never ever making this mistake of booking Scoot!",TR24,Family Leisure,Economy Class,SINGAPORE,MELBOURNE,,December 2023,1.0,,,1.0,,1,no,
scoot,883779,2023-12-25,1,Italy,Trip Verified,"""worst aircraft seat I’ve seen""",Seat 30e and 30d Last line seat of the aircraft. Space for the legs is around 6cm smaller then the others seats lines. The backrest is hard as a wood table and is not even possible to flip it down a bit. I think it’s the worst aircraft seat I’ve seen. Please stay away from this terrible company.,,Couple Leisure,Economy Class,Singapore,Hat yai,,December 2023,1.0,1.0,1.0,1.0,1.0,1,no,1.0
scoot,883294,2023-12-20,2,Australia,Trip Verified,"""Disappointing customer service""",Twice delayed for departure with no certainty it will depart. The same flight was cancelled yesterday. No explanation not even an apology. Disappointing customer service.,Boeing 787,Solo Leisure,Economy Class,Sydney,Singapore,,December 2023,2.0,3.0,1.0,1.0,,2,no,
scoot,882806,2023-12-14,2,Singapore,Trip Verified,"""try hard to deny a refund""","They try hard to deny a refund even though I did not get the front row seat which I paid for. Apparently, there was an aircraft change and they did not change my seat at check in or at the boarding gate. When I proved that they screw up, they finally offered to refund, by asking you to acknowledge the offer of course hoping that you will decline.",,Solo Leisure,Economy Class,Singapore,Bangkok,,November 2023,2.0,2.0,,2.0,,2,no,
scoot,881713,2023-12-01,7,Singapore,Trip Verified,"""Cabin crew were friendly""","I found flying on a Boeing 787 on Scoot is very similar to full service airlines in terms of seat width and legroom. Cabin crew were friendly. Love the cabin lighting and relaxing ambience. Toilets are kept clean throughout the flight. Brought my own neck pillow, a bottle of water and a sandwich. Scoot offer great value.",Boeing 787,Solo Leisure,Economy Class,Tokyo Narita,Singapore,,November 2023,3.0,4.0,,5.0,,5,yes,
scoot,881072,2023-11-25,1,United States,Not Verified,“flight attendants were rude and curt”,"Scoot is the worst airline ever. It rivals Frontier and Spirit in the US. It even looks like Spirit as both airlines are that ugly banana yellow color. First, their website showed the flight as sold out, but I was able to book online, but they charge you an extra fee to book online. Yes, this company charges extra just to sell you a ticket. Then the flight was very late. We didn't board until after the official cut off time for boarding had actually passed. Once onboard, the flight attendants were rude and curt. Then, they couldn't get the plane off the ground, so on top of being 30 minutes late, they couldn't take off for nearly another hour. So the plane finally took off well over an hour late. Most ridiculous, was that the seat next to me was empty, and I set my jacket on that seat. The flight attendant made me remove my jacket from the seat for takeoff, and also remove my headphones. No US carrier makes you remove your headphones for takeoff. Is this an Asian thing, or are they that challenged that they think that is an effective safety measure. Lastly, this seat is so uncomfortable, it is curved so much my spine feels like it is doing the Cow yoga pose. This is a terrible airline and I would never fly it again. I feel like I did the one time I flew Spirit in the US. I feel dirty, abused, and like a worse human being because of the experience.",,Solo Leisure,Premium Economy,Seoul,Singapore,,November 2023,1.0,1.0,1.0,1.0,1.0,1,no,1.0
scoot,879852,2023-11-13,1,United Kingdom,Trip Verified,"""never book with them again""","Would not recommend this airline. I had a terrible experience with them flying to Indonesia last year. I was told by a friend that they are terrible on route to New Zealand. Now I booked again from Athens to Berlin because it was the only flight for the times I needed. They were absolutely terrible. They have silly policies enforced by incredibly rude and unhelpful flight attendants that definitely do not put the customer first. Seat comfort is awful if you're a little taller than average, especially for a long flight. Lots of additional charges and lots of annoying rules make this flight more frustrating. No online check in was possible, so needed to be even earlier for a 8am flight. I will never book with them again.",,Business,Premium Economy,Athens,Berlin,,November 2023,1.0,1.0,,2.0,1.0,1,no,1.0
scoot,879388,2023-11-08,2,Singapore,Not Verified,"""charge me $9 for the USB charging port""","I flew Scoot from Singapore to Seoul Incheon and I asked for water. They gave me a small cup of water and wanted to charge me $3 SGD for that because it was hot water and so I thought $3 is a bit overpriced for a cup of water not even bottled water. They wanted to charge me $9 for the USB charging port underneath my seat. I took another budget airline back T'Way and they offered free charging usb on their seats. Budget airline this kind of service ok but very money minded for everything. Everything add up don't really become so ""budget airline"" coming from being the sister of Singapore Airlines very disappointing. Seats were not spacious, leg room is ok, I couldn't put my arm on the arm rest because my neighbour and my seats were very close",Boeing 787-9,Solo Leisure,Economy Class,Singapore,Seoul,,October 2023,2.0,2.0,1.0,2.0,,1,no,
scoot,877065,2023-10-18,8,Singapore,Not Verified,"""cabin crew were fantastic and attentive""","We took flight TR809 from Tokyo to Singapore. The cabin crew were fantastic and attentive. I did notice that the cabin luggage compartment was covered with a layer of dust. In the aircon vent, you could also see stains.  There was a delay landing into Singapore because of busy traffic but we couldn't hear the pilot's announcement. It would be good if they could increase the volume for the pilot's announcement. Because we could not land in Singapore on time, the aircraft went in circles for nearly an hour.",Boeing 787,Couple Leisure,First Class,Tokyo,Singapore,,October 2023,5.0,5.0,,5.0,,5,yes,
scoot,876855,2023-10-16,3,Malaysia,Trip Verified,"""Will never choose this airline""",Horrible Experience. Flight got delayed 2 hours with 2 very rude and unprofessional cabin crews that is finding faults unnecessary and made wrongly accusation. Will never choose this airline.,,Solo Leisure,Economy Class,Kuala Lumpur,Singapore,,October 2023,1.0,1.0,1.0,1.0,1.0,1,no,1.0
scoot,876210,2023-10-10,1,Indonesia,Trip Verified,“Luggage service is terrible”,Luggage service is terrible. Both ways I lost luggage at destination and the guy just say its because flight is full so they cannot bring all the luggage.,,Family Leisure,Economy Class,Singapore,Surabaya,,October 2023,2.0,2.0,1.0,1.0,,2,no,
scoot,875537,2023-10-04,1,Singapore,Trip Verified,"""an airline which does not put customer first""","Ridiculously unfair fare rules which is not cost-effective for passengers to make any flight amendment. I requested to change to an earlier flight with the same departure date yet was appalled by the ridiculous charges which is equivalent to a return ticket for the same route, making it ridiculously cost-ineffective to make any changes to my booking. The airline has a strict ""no-waiver"" policy which is out to ""eat"" (take advantage of) customers, Scoot is an airline which does not put customer first, and is just a very unempathetic business which fare rules are outright unreasonable. The customer service support is terrible as they would dismiss your emails and do not give a dam about your urgent email request. The hotline staff are reluctant to go the extra mile by escalating your request to the management for serious consideration. They do not care about the passengers satisfaction. I would not recommend this low cost carrier Scoot to anyone. I highly urge the public that they should not choose this airline if they foresee any possible changes to their flight schedule, and I would strongly advice you to book with a full-cost carrier. The pilots are not skilled, always a hard landing, bad at managing turbulence, super bumpy flight all the time. Air stewardess are unprofessional and not service-oriented, reluctant to help passengers with putting their luggage in the overhead cabin. The cabin toilets are poorly maintained, super dirty and gross. The seats are dirty, uncomfortable, poor support for the back. Overpriced food and drinks.",,Family Leisure,Economy Class,Singapore,Bangkok,,October 2023,1.0,1.0,1.0,1.0,,1,no,
scoot,874216,2023-09-25,1,Australia,Trip Verified,"""No complimentary meal"" ","Worst low-cost airline I have ever experienced. No complimentary meal or free water. Prepaid wifi did not work on either flight. Airline staff asked customers to remove headphones for landing and take off, not just for safety briefings. My flight was delayed with no email or text message notification. After the delay, there was a further 30 minute delay to board the aircraft. I wouldn't recommend this airline.",,Solo Leisure,Economy Class,Athens,Perth,Singapore,September 2023,2.0,2.0,1.0,1.0,1.0,2,no,
scoot,872244,2023-09-12,2,Indonesia,Not Verified,"""kept asking us to sit on her seat""","I had a very rude experience with the flight attendants. I have toddler who kept crying when one of the senior attendants kept asking us to sit on her seat as we are going to land soon. I'm trying to seeking her understanding as we are trying to pacify her, but instead of offering help or give us time she kept saying that the flight will be hold for a while if I didn't manage to put my toddler to sit, she will report to the captain and the whole flight will be delayed because of us. Scoot has teach their crew and attendants airlines to have compassionate and understanding.",A320,Family Leisure,Economy Class,Jakarta,Singapore,,September 2023,3.0,1.0,,3.0,,3,no,
scoot,871238,2023-09-05,9,Australia,Not Verified,"""excellent customer service""","I was travelling by myself for the first time so was having mixed feelings. After I boarded the flight I realised that I couldn't find my OCI card. I started to panic. But one of the crew member was so helpful and he introduced me to a ground staff. He was very friendly and professional and walked with me to the gates, where I was waiting. I was feeling so embarrassed and upset thinking that I would have to cancel the flight. But he was able to comfort me and asked me to check again inside my bag. Then I was able to find it on the floor next to my seat on the flight. I received a very good customer service and really appreciate their patience and the ground floor staff was with me throughout the time trying to assist in every possible way. I am very thankful and the staff definitely need to be acknowledged for their excellent customer service. Also the toilet cleanliness and seating comfort are commendable.",,Family Leisure,Economy Class,Sydney,Trichy,Singapore,August 2023,4.0,4.0,4.0,5.0,,5,yes,
scoot,870450,2023-08-30,9,United States,Trip Verified,"""very happy with my experience""","I was hesitant at first to book with Scoot because of the bad reviews online. I was convinced by my travel agent to book anyways despite all. I was very happy with my experience with Scoot. I travelled with my family and I wanted it to be the best experience since it was our first time to travel together. Staff were wonderful, food were great, comfortable seat, clean & they were on time. No hassles! The reason its 9 out of 10 because of the schedule change from my original booking. No harm done, then we have extra time to walk around ""The Jewel"" at Singapore airport. I will fly again & again with Scoot!!",,Family Leisure,Economy Class,Cebu,Singapore,,July 2023,5.0,5.0,5.0,5.0,5.0,4,yes,5.0
scoot,864873,2023-07-25,9,United States,Trip Verified,"""clean, comfortable flight""","Knowing that the flight was full, Scoot assigned me and my family seats for free when I was supposed to pay. Upon check-in, I was met by a stern and unfriendly ground staff member, and that unfriendliness continued with the ground staff handling the boarding gate. They looked depressed, pressured, and tired as if they hated their job. However, once on board, the team of flight attendants changed the mood of the flight. They ensured everyone was well looked after with their positive attitude throughout the flight. The seats gave me extra few inches of legroom and were surprisingly comfortable. That, combined with the A320NEO's new cabin feel, was a perfect recipe for a clean, comfortable, and awesome flight. The in-flight entertainment was rich in content and easy to use, however, being a Wi-Fi-based entertainment used by many people on the flight, the signal strength was incredibly weak. That, and the less-than-good ground staff team at Yogyakarta, were the only two things preventing this flight from getting a solid 10/10. The landing was around 10 minutes ahead of schedule, and the ground staff team in Singapore quickly arranged our bags at a special spot thanks to the long immigration queue in Singapore. Low-cost flying can be identic with no-frills yet dismaying service, lousy products, and pay-tons-of-bucks-for-everything. On Scoot, this wasn't the case for me, and they truly deserve the awards they've just obtained.",A320-200 NEO,Family Leisure,Economy Class,Yogyakarta,Singapore,,June 2023,5.0,5.0,,3.0,4.0,5,yes,5.0
